name,symbol,instrument type,exchange,industry
IAC Inc,IAC,Stocks,NASDAQ,Services
Synopsys Inc,SNPS,Stocks,NASDAQ,Technology
Diamondback Energy Inc,FANG,Stocks,NASDAQ,BasicMaterials
Fortinet Inc,FTNT,Stocks,NASDAQ,Technology
Canopy Growth Corp,CGC,Stocks,NASDAQ,ConsumerGoods
Viatris Inc,VTRS,Stocks,NASDAQ,ConsumerGoods
Huntington Bancshares Inc,HBAN,Stocks,NASDAQ,Financial
Marvell Technology Group Ltd,MRVL,Stocks,NASDAQ,Technology
Tractor Supply Co,TSCO,Stocks,NASDAQ,ConsumerGoods
Exact Sciences Corp,EXAS,Stocks,NASDAQ,ConsumerGoods
StoneCo Ltd A,STNE,Stocks,NASDAQ,ConsumerGoods
DexCom Inc,DXCM,Stocks,NASDAQ,ConsumerGoods
Ultimate Software Group Inc,ULTI,Stocks,NASDAQ,Technology
Okta Inc,OKTA,Stocks,NASDAQ,Services
F5 Networks Inc,FFIV,Stocks,NASDAQ,Services
ON Semiconductor Corp,ON,Stocks,NASDAQ,Technology
DocuSign Inc,DOCU,Stocks,NASDAQ,Technology
Trade Desk Inc,TTD,Stocks,NASDAQ,Services
Sarepta Therapeutics Inc,SRPT,Stocks,NASDAQ,ConsumerGoods
Zions Bancorp NA,ZION,Stocks,NASDAQ,Financial
Zscaler Inc,ZS,Stocks,NASDAQ,Services
MongoDB Inc,MDB,Stocks,NASDAQ,Technology
Universal Display Corp,OLED,Stocks,NASDAQ,IndustrialGoods
Roku Inc,ROKU,Stocks,NASDAQ,Services
Five Below Inc,FIVE,Stocks,NASDAQ,ConsumerGoods
 Nutanix Inc A,NTNX,Stocks,NASDAQ,Technology
Guardant Health Inc,GH,Stocks,NASDAQ,ConsumerGoods
Lumentum Holdings Inc,LITE,Stocks,NASDAQ,Technology
Brighthouse Financial Inc,BHF,Stocks,NASDAQ,Financial
Tandem Diabetes Care Inc,TNDM,Stocks,NASDAQ,ConsumerGoods
Alliant Energy Corp,LNT,Stocks,NASDAQ,Utilities
Jack Henry & Associates Inc,JKHY,Stocks,NASDAQ,Technology
PDD Holdings Inc - ADR,PDD,Stocks,NASDAQ,ConsumerGoods
Weibo Corp-ADR,WB,Stocks,NASDAQ,Technology
Bilibili-ADR,BILI,Stocks,NASDAQ,ConsumerGoods
Niu Technologies-ADR,NIU,Stocks,NASDAQ,ConsumerGoods
Fastly Inc,FSLY,Stocks,NASDAQ,Services
GrowGeneration,GRWG,Stocks,NASDAQ,ConsumerGoods
Repay Holdings Corp,RPAY,Stocks,NASDAQ,ConsumerGoods
Nano-X Imaging Ltd.,NNOX,Stocks,NASDAQ,ConsumerGoods
Liberty Live Holdings Inc-C,LLYVK,Stocks,NASDAQ,Services
Amdocs Ltd,DOX,Stocks,NASDAQ,Technology
Agora Inc-ADR,API,Stocks,NASDAQ,Technology
Corsair Gaming Inc,CRSR,Stocks,NASDAQ,Technology
Entegris Inc,ENTG,Stocks,NASDAQ,Technology
Kingsoft Cloud Holdings Ltd-ADR,KC,Stocks,NASDAQ,Technology
Magnite Inc,MGNI,Stocks,NASDAQ,Services
Manhattan Associates Inc,MANH,Stocks,NASDAQ,Technology
Crowdstrike Holdings,CRWD,Stocks,NASDAQ,Technology
Kratos Defense & Security Solutions Inc,KTOS,Stocks,NASDAQ,IndustrialGoods
Ambarella Inc,AMBA,Stocks,NASDAQ,IndustrialGoods
AeroVironment Inc.,AVAV,Stocks,NASDAQ,IndustrialGoods
Douyu -ADR,DOYU,Stocks,NASDAQ,Technology
Qifu Technology Inc,QFIN,Stocks,NASDAQ,Financial
Alarm.com Holdings Inc.,ALRM,Stocks,NASDAQ,IndustrialGoods
Axogen Inc.,AXGN,Stocks,NASDAQ,ConsumerGoods
Ballard Power Systems Inc.,BLDP,Stocks,NASDAQ,IndustrialGoods
Canadian Solar Inc.,CSIQ,Stocks,NASDAQ,IndustrialGoods
Ceva Inc.,CEVA,Stocks,NASDAQ,Technology
Denny's Corp.,DENN,Stocks,NASDAQ,ConsumerGoods
Enphase Energy Inc.,ENPH,Stocks,NASDAQ,IndustrialGoods
Euronet Worldwide Inc.,EEFT,Stocks,NASDAQ,ConsumerGoods
Flex Ltd,FLEX,Stocks,NASDAQ,IndustrialGoods
Fossil Group Inc.,FOSL,Stocks,NASDAQ,ConsumerGoods
Gentex Corporation,GNTX,Stocks,NASDAQ,IndustrialGoods
Impinj Inc.,PI,Stocks,NASDAQ,Technology
Insulet Corp.,PODD,Stocks,NASDAQ,ConsumerGoods
InterDigital Inc.,IDCC,Stocks,NASDAQ,Services
IRhythm Holdings Inc,IRTC,Stocks,NASDAQ,ConsumerGoods
iRobot Corp.,IRBTQ,Stocks,NASDAQ,ConsumerGoods
Johnson Outdoors Inc.,JOUT,Stocks,NASDAQ,ConsumerGoods
Masimo Corp.,MASI,Stocks,NASDAQ,ConsumerGoods
Pool Corp.,POOL,Stocks,NASDAQ,ConsumerGoods
PTC Inc.,PTC,Stocks,NASDAQ,Technology
Qorvo Inc.,QRVO,Stocks,NASDAQ,Technology
Qutoutiao Inc.-ADR,QTTOY,Stocks,NASDAQ,Technology
Semtech Corp.,SMTC,Stocks,NASDAQ,Technology
Silicon Laboratories Inc.,SLAB,Stocks,NASDAQ,Technology
Sunrun Inc.,RUN,Stocks,NASDAQ,IndustrialGoods
Universal Electronics Inc.,UEIC,Stocks,NASDAQ,ConsumerGoods
Zebra Technologies Corp.,ZBRA,Stocks,NASDAQ,Technology
22nd Century Group Inc.,XXII,Stocks,NASDAQ,ConsumerGoods
Weight Watchers International Inc.,WW,Stocks,NASDAQ,ConsumerGoods
1 800 FLOWERS COM,FLWS,Stocks,NASDAQ,Services
Cracker Barrel Old Country Store Inc.,CBRL,Stocks,NASDAQ,ConsumerGoods
Papa John's International Inc,PZZA,Stocks,NASDAQ,ConsumerGoods
Sprouts Farmers Market Inc.,SFM,Stocks,NASDAQ,ConsumerGoods
Peloton Interactive,PTON,Stocks,NASDAQ,Services
9F Inc-ADR,JFU,Stocks,NASDAQ,Financial
CoStar Group Inc,CSGP,Stocks,NASDAQ,ConsumerGoods
Zoom Video Communications Inc,ZM,Stocks,NASDAQ,Technology
Marketaxess Holdings Inc,MKTX,Stocks,NASDAQ,ConsumerGoods
SS&C Technologies Holdings Inc,SSNC,Stocks,NASDAQ,Technology
Copart Inc,CPRT,Stocks,NASDAQ,ConsumerGoods
Old Dominion Freight Line Inc,ODFL,Stocks,NASDAQ,IndustrialGoods
BioMarin Pharmaceutical Inc,BMRN,Stocks,NASDAQ,ConsumerGoods
ACADIA Pharmaceuticals Inc,ACAD,Stocks,NASDAQ,ConsumerGoods
Hologic Inc,HOLX,Stocks,NASDAQ,ConsumerGoods
Ollie's Bargain Outlet Holdings Inc,OLLI,Stocks,NASDAQ,ConsumerGoods
Arrowhead Pharmaceuticals Inc,ARWR,Stocks,NASDAQ,ConsumerGoods
Neurocrine Biosciences Inc,NBIX,Stocks,NASDAQ,ConsumerGoods
Novocure Ltd,NVCR,Stocks,NASDAQ,ConsumerGoods
eHealth Inc,EHTH,Stocks,NASDAQ,Financial
Stitch Fix Inc,SFIX,Stocks,NASDAQ,Services
LendingTree Inc,TREE,Stocks,NASDAQ,Financial
Baozun Inc-ADR,BZUN,Stocks,NASDAQ,Services
HealthEquity Inc,HQY,Stocks,NASDAQ,ConsumerGoods
Regency Centers Corp,REG,Stocks,NASDAQ,Financial
Cirrus Logic Inc,CRUS,Stocks,NASDAQ,Technology
Penn National Gaming Inc,PENN,Stocks,NASDAQ,ConsumerGoods
Gossamer Bio Inc,GOSS,Stocks,NASDAQ,ConsumerGoods
Crocs Inc,CROX,Stocks,NASDAQ,ConsumerGoods
Axon Enterprise Inc,AXON,Stocks,NASDAQ,IndustrialGoods
Coherus Biosciences Inc,CHRS,Stocks,NASDAQ,ConsumerGoods
Freshpet Inc,FRPT,Stocks,NASDAQ,ConsumerGoods
Exelixis Inc,EXEL,Stocks,NASDAQ,ConsumerGoods
Natera Inc,NTRA,Stocks,NASDAQ,ConsumerGoods
Caesars Entertainment Inc,CZR,Stocks,NASDAQ,ConsumerGoods
Huazhu Group Ltd-ADR,HTHT,Stocks,NASDAQ,ConsumerGoods
Mercury Systems Inc,MRCY,Stocks,NASDAQ,IndustrialGoods
Bruker Corp,BRKR,Stocks,NASDAQ,ConsumerGoods
Inogen Inc,INGN,Stocks,NASDAQ,ConsumerGoods
Dave & Busters Entertainment Inc,PLAY,Stocks,NASDAQ,ConsumerGoods
LivePerson Inc,LPSN,Stocks,NASDAQ,Technology
Veracyte Inc,VCYT,Stocks,NASDAQ,ConsumerGoods
Repligen Corp,RGEN,Stocks,NASDAQ,ConsumerGoods
Jack in the Box Inc,JACK,Stocks,NASDAQ,ConsumerGoods
Texas Roadhouse Inc,TXRH,Stocks,NASDAQ,ConsumerGoods
Sabra Health Care REIT Inc,SBRA,Stocks,NASDAQ,Financial
Bio-Techne Corp,TECH,Stocks,NASDAQ,ConsumerGoods
Del Taco Restaurants Inc,TACO,Stocks,NASDAQ,ConsumerGoods
Moderna Inc,MRNA,Stocks,NASDAQ,ConsumerGoods
Novavax Inc,NVAX,Stocks,NASDAQ,ConsumerGoods
Co-Diagnostics Inc,CODX,Stocks,NASDAQ,ConsumerGoods
Coinbase Global Inc,COIN,Stocks,NASDAQ,Financial
Senmiao Technology Ltd,AIHS,Stocks,NASDAQ,Services
Aldeyra Therapeutics Inc,ALDX,Stocks,NASDAQ,ConsumerGoods
Shoals Technologies Group Inc,SHLS,Stocks,NASDAQ,BasicMaterials
Tetra Tech Inc,TTEK,Stocks,NASDAQ,IndustrialGoods
Digital Turbine Inc,APPS,Stocks,NASDAQ,Technology
Athersys Inc,ATHXQ,Stocks,NASDAQ,ConsumerGoods
Anavex Life Sciences Corp,AVXL,Stocks,NASDAQ,ConsumerGoods
CRITEO SA-SPON ADR,CRTO,Stocks,NASDAQ,Services
StableX Technologies Inc,SBLX,Stocks,NASDAQ,ConsumerGoods
Aytu BioScience Inc,AYTU,Stocks,NASDAQ,ConsumerGoods
Bio-key International Inc,BKYI,Stocks,NASDAQ,IndustrialGoods
BioLife Solutions Inc,BLFS,Stocks,NASDAQ,ConsumerGoods
Blink Charging Co,BLNK,Stocks,NASDAQ,IndustrialGoods
BioNano Genomics Inc,BNGO,Stocks,NASDAQ,ConsumerGoods
Boxlight Corp,BOXL,Stocks,NASDAQ,Technology
