name,symbol,instrument type,exchange,industry
iShares S&P 500 Information Technology Sector UCITS ETF USD (Acc),IUIT.L,ETF,London,Financial
First Trust Dow Jones International Internet ETF Class A USD (EUR),FDIU.L,ETF,London,Financial
Deliveroo Holdings PLC,ROO.L,Stocks,London,ConsumerGoods
Wise Ltd,WISE.L,Stocks,London,Technology
St.James's Place Capital Plc,STJ.L,Stocks,London,Financial
 iShares iBonds Dec 2026 Term $ Corp UCITS ETF,D26A.L,ETF,London,Financial
Rize Environmental Impact 100 UCITS ETF,LIFE.L,ETF,London,Services
Rize Cybersecurity Data Privacy UCITS ETF,CYBR.L,ETF,London,Services
Hon Hai Precision-Gdr Reg S,HHPD.L,Stocks,London,IndustrialGoods
Rize Global Sustainable Infrastructure UCITS ETF,NFRA.L,ETF,London,Services
Samsung Electro-Regs Gdr Pfd,SMSD.L,Stocks,London,Technology
Rize Sustainable Future of Food UCITS ETF,FOOD.L,ETF,London,Services
Rize USA Environmental Impact UCITS ETF,LUSA.L,ETF,London,Services
ARK Innovation UCITS ETF,ARKK.L,ETF,London,Services
ARK Artificial Intelligence & Robotics UCITS ETF,ARKI.L,ETF,London,Services
Pinewood Technologies Group Plc,PINE.L,Stocks,London,ConsumerGoods
Trustpilot Group Plc,TRST.L,Stocks,London,Services
Nac Kazatomprom Jsc-Gdr Regs,KAP.L,Stocks,London,BasicMaterials
Halyk Savings Bank-Gdr Reg S,HSBK.L,Stocks,London,Financial
Commercial Intl Bank-Gdr Reg,CBKD.L,Stocks,London,Financial
Hollywood Bowl Group Plc,BOWL.L,Stocks,London,ConsumerGoods
Hyundai Motor Co-Reg S Gdr,HYUD.L,Stocks,London,ConsumerGoods
Mears Group Plc,MER.L,Stocks,London,ConsumerGoods
Cab Payments Holdings Plc,CABP.L,Stocks,London,Financial
Thungela Resources Limited,TGA.L,Stocks,London,Utilities
Guaranty Trust Holding C-Gdr,GTCO.L,Stocks,London,Financial
ARK Genomic Revolution UCITS ETF,ARKG.L,ETF,London,Services
Xps Pensions Group Plc,XPS.L,Stocks,London,ConsumerGoods
Gulf Keystone Petroleum Ld,GKP.L,Stocks,London,Utilities
Fondul Proprietatea Sa/Fund,FP.L,Stocks,London,Financial
Mhp Se,MHPC.L,Stocks,London,ConsumerGoods
Xp Power Ld,XPP.L,Stocks,London,Utilities
Integrated Diagnostics Holdi,IDHC.L,Stocks,London,ConsumerGoods
Keller Group Plc,KLR.L,Stocks,London,IndustrialGoods
Symphony International Holdi,SIHL.L,Stocks,London,Financial
Pollen Street Group Limited,POLN.L,Stocks,London,Financial
MAGNUM ICE CREAM CO BV,MICC.L,Stocks,London,ConsumerGoods
Enquest Plc,ENQ.L,Stocks,London,Utilities
Hostelworld Group Plc,HSW.L,Stocks,London,Technology
Wickes Group Plc,WIX.L,Stocks,London,ConsumerGoods
Regional Reit Ld,RGL.L,Stocks,London,Financial
Warehouse Reit Plc,WHR.L,Stocks,London,Financial
Foresight Group Holdings Limited,FSG.L,Stocks,London,Financial
Target Healthcare Reit Plc,THRL.L,Stocks,London,Financial
Nexxen International Ltd,NEXN.L,Stocks,London,Services
Ao World Plc,AO.L,Stocks,London,Services
Abrdn Property Income Trust Limited,API.L,Stocks,London,Financial
Care Reit Plc,CRT.L,Stocks,London,Financial
Harworth Group Plc,HWG.L,Stocks,London,Financial
Abrdn European Logistics Income Plc,ASLI.L,Stocks,London,Financial
Picton Property Income Ld,PCTN.L,Stocks,London,Financial
Reach Plc,RCH.L,Stocks,London,Services
Ncc Group Plc,NCC.L,Stocks,London,Technology
Ricardo Plc,RCDO.L,Stocks,London,IndustrialGoods
Treatt Plc,TET.L,Stocks,London,BasicMaterials
Prs Reit (The) Plc,PRSR.L,Stocks,London,Financial
Pan African Resources Plc,PAF.L,Stocks,London,BasicMaterials
Atalaya Mining Plc,ATYM.L,Stocks,London,BasicMaterials
Iqgeo Group Plc,IQG.L,Stocks,London,Technology
Zegona Communications Plc,ZEG.L,Stocks,London,Financial
Trifast Plc,TRI.L,Stocks,London,IndustrialGoods
Custodian Property Income Reit Plc,CREI.L,Stocks,London,Financial
Wilmington Plc,WIL.L,Stocks,London,ConsumerGoods
Macfarlane Group Plc,MACF.L,Stocks,London,ConsumerGoods
Videndum Plc,VID.L,Stocks,London,IndustrialGoods
Alfa Financial Software Holdings Pl,ALFA.L,Stocks,London,Technology
Forterra Plc,FORT.L,Stocks,London,IndustrialGoods
Mj Gleeson Plc,GLE.L,Stocks,London,ConsumerGoods
The Gym Group Plc,GYM.L,Stocks,London,ConsumerGoods
Hemogenyx Pharmaceuticals Plc,HEMO.L,Stocks,London,ConsumerGoods
Avon Protection Plc,AVON.L,Stocks,London,IndustrialGoods
OXB,OXB.L,Stocks,London,ConsumerGoods
Gulf Marine Services Plc,GMS.L,Stocks,London,ConsumerGoods
Tt Electronics Plc,TTG.L,Stocks,London,IndustrialGoods
Funding Circle Holdings Plc,FCH.L,Stocks,London,Financial
Zotefoams Plc,ZTF.L,Stocks,London,BasicMaterials
Speedy Hire Plc,SDY.L,Stocks,London,ConsumerGoods
Luceco Plc,LUCE.L,Stocks,London,IndustrialGoods
Life Science Reit Plc,LABS.L,Stocks,London,Financial
Robert Walters Plc,RWA.L,Stocks,London,ConsumerGoods
Mcbride Plc,MCB.L,Stocks,London,ConsumerGoods
Bloomsbury Publishing Plc,BMY.L,Stocks,London,Services
Aew Uk Reit Plc,AEWU.L,Stocks,London,Financial
Costain Group Plc,COST.L,Stocks,London,IndustrialGoods
"Fuller,Smith & Turner Plc",FSTA.L,Stocks,London,ConsumerGoods
Boot (Henry) Plc,BOOT.L,Stocks,London,Financial
Sabre Insurance Group Plc,SBRE.L,Stocks,London,Financial
Triple Point Social Housing Reit Pl,SOHO.L,Stocks,London,Financial
Pphe Hotel Group Ld,PPH.L,Stocks,London,ConsumerGoods
Chesnara Plc,CSN.L,Stocks,London,Financial
Ecora Royalties Plc,ECOR.L,Stocks,London,BasicMaterials
Schroder Real Estate Inv. Tst. Ld,SREI.L,Stocks,London,Financial
Secure Trust Bank Plc,STB.L,Stocks,London,Financial
Foxtons Group Plc,FOXT.L,Stocks,London,Financial
Helical Plc,HLCL.L,Stocks,London,Financial
Dfs Furniture Plc,DFS.L,Stocks,London,ConsumerGoods
I3 Energy Plc,I3E.L,Stocks,London,Utilities
Genel Energy Plc,GENL.L,Stocks,London,Utilities
Nanoco Group Plc,NANO.L,Stocks,London,Technology
Headlam Group Plc,HEAD.L,Stocks,London,ConsumerGoods
Lsl Property Services Plc,LSL.L,Stocks,London,Financial
Adriatic Metals Plc,ADT1.L,Stocks,London,BasicMaterials
Ocean Wilsons Holdings Ld,OCN.L,Stocks,London,ConsumerGoods
International Personal Finance Plc,IPF.L,Stocks,London,Financial
Seraphim Space Investment Trust Plc,SSIT.L,Stocks,London,Financial
Phoenix Spree Deutschland Limited,PSDL.L,Stocks,London,Financial
Seplat Energy Plc,SEPL.L,Stocks,London,Utilities
Severfield Plc,SFR.L,Stocks,London,IndustrialGoods
Porvair Plc,PRV.L,Stocks,London,IndustrialGoods
De La Rue Plc,DLAR.L,Stocks,London,ConsumerGoods
Brooks Macdonald Group Plc,BRK.L,Stocks,London,Financial
Pensionbee Group Plc,PBEE.L,Stocks,London,Financial
Stv Group Plc,STVG.L,Stocks,London,Services
Smiths News Plc,SNWS.L,Stocks,London,Services
Vp Plc,VP.L,Stocks,London,ConsumerGoods
Norcros Plc,NXR.L,Stocks,London,IndustrialGoods
Global Ports Holding Plc,GPH.L,Stocks,London,ConsumerGoods
Palace Capital Plc,PCA.L,Stocks,London,Financial
City Of London Investment Group Plc,CLIG.L,Stocks,London,Financial
Goodwin Plc,GDWN.L,Stocks,London,IndustrialGoods
Avation Plc,AVAP.L,Stocks,London,Financial
Capital Ld,CAPD.L,Stocks,London,BasicMaterials
Braemar Plc,BMS.L,Stocks,London,IndustrialGoods
Castings Plc,CGS.L,Stocks,London,BasicMaterials
Residential Secure Income Plc,RESI.L,Stocks,London,Financial
Schroder European Reit Plc,SERE.L,Stocks,London,Financial
Pensana Plc,PRE.L,Stocks,London,BasicMaterials
Ultimate Products Plc,ULTP.L,Stocks,London,ConsumerGoods
Xaar Plc,XAR.L,Stocks,London,Technology
Taylor Maritime Investments Limited,TMIP.L,Stocks,London,IndustrialGoods
Elixirr International Plc,ELIX.L,Stocks,London,ConsumerGoods
Batm Advanced Communications Ld,BVC.L,Stocks,London,ConsumerGoods
Old Mutual Limited,OMU.L,Stocks,London,Financial
S & U Plc,SUS.L,Stocks,London,Financial
Record Plc,REC.L,Stocks,London,Financial
Dialight Plc,DIA.L,Stocks,London,IndustrialGoods
Aptitude Software Group Plc,APTD.L,Stocks,London,Technology
Fevara PLC,FVA.L,Stocks,London,ConsumerGoods
Topps Tiles Plc,TPT.L,Stocks,London,IndustrialGoods
Pod Point Group Holdings Plc,PODP.L,Stocks,London,IndustrialGoods
Mountview Estates Plc,MTVW.L,Stocks,London,Financial
Stelrad Group Plc,SRAD.L,Stocks,London,IndustrialGoods
Tclarke Plc,CTO.L,Stocks,London,IndustrialGoods
Kelso Group Holdings Plc,KLSO.L,Stocks,London,Services
Motorpoint Group Plc,MOTR.L,Stocks,London,ConsumerGoods
Pharos Energy Plc,PHAR.L,Stocks,London,Utilities
Resolute Mining Limited,RSG.L,Stocks,London,BasicMaterials
AEP Plantations Plc,AEP.L,Stocks,London,ConsumerGoods
Capital & Regional Plc,CAL.L,Stocks,London,Financial
Heiq Plc,HEIQ.L,Stocks,London,ConsumerGoods
Altyngold Plc,ALTN.L,Stocks,London,BasicMaterials
Hostmore Plc,MORE.L,Stocks,London,Services
Town Centre Securities Plc,TOWN.L,Stocks,London,Financial
Pyx Resources Limited,PYX.L,Stocks,London,BasicMaterials
Hansard Global Plc,HSD.L,Stocks,London,Financial
Gem Diamonds Ld,GEMD.L,Stocks,London,BasicMaterials
Asa International Group Plc,ASAI.L,Stocks,London,Financial
Procook Group Plc,PROC.L,Stocks,London,ConsumerGoods
Carclo Plc,CAR.L,Stocks,London,IndustrialGoods
Quiz Plc,QUIZ.L,Stocks,London,ConsumerGoods
Alina Holdings Plc,ALNA.L,Stocks,London,Financial
WisdomTree Enhanced Commodity UCITS ETF,WCOA.L,ETF,London,Financial
WisdomTree Brent Crude Oil,BRNT.L,ETF,London,Financial
WisdomTree Gasoline,UGAS.L,ETF,London,Financial
WisdomTree Natural Gas,NGAS.L,ETF,London,Financial
WisdomTree Nickel,NICK.L,ETF,London,Financial
WisdomTree Silver,SLVR.L,ETF,London,Financial
WisdomTree Zinc,ZINC.L,ETF,London,Financial
WisdomTree Physical Platinum,PHPT.L,ETF,London,Financial
WisdomTree Aluminium,ALUM.L,ETF,London,Financial
WisdomTree Core Physical Silver UCITS ETF,WSLV.L,ETF,London,Financial
WisdomTree Core Physical Gold,WGLD.L,ETF,London,Financial
Invesco S&P 500 UCITS ETF,SPXS.L,ETF,London,Financial
Franklin S&P 500 Paris Aligned Climate UCITS ETF,USPA.L,ETF,London,Financial
Amundi Core Stoxx Europe 600 UCITS ETF,MEUS.L,ETF,London,Financial
Xtrackers MSCI Japan UCITS ETF,XMJD.L,ETF,London,Financial
iShares MSCI EM UCITS ETF USD Acc,IEMA.L,ETF,London,Financial
iShares USD Treasury Bond 1-3yr UCITS ETF,IBTA.L,ETF,London,Financial
Franklin USD Investment Grade Corporate Bond UCITS ETF,FLUC.L,ETF,London,Financial
iShares Core Global Aggregate Bond UCITS ETF,AGGU.L,ETF,London,Financial
Xtrackers II Global Government Bond UCITS ETF,XGSI.L,ETF,London,Financial
Vanguard USD Emerging Markets Government Bond UCITS ETF,VDEA.L,ETF,London,Financial
Franklin US Equity UCITS ETF,FRUE.L,ETF,London,Financial
Vanguard FTSE North America UCITS ETF,VNRA.L,ETF,London,Financial
Vanguard FTSE Developed Europe UCITS ETF,VWCG.L,ETF,London,Financial
Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF,VAPU.L,ETF,London,Financial
Vanguard FTSE Japan UCITS ETF,VJPA.L,ETF,London,Financial
Vanguard FTSE Emerging Markets UCITS ETF,VFEA.L,ETF,London,Financial
Vanguard Global Aggregate Bond UCITS ETF,VAGU.L,ETF,London,Financial
iShares USD Treasury Bond 7-10yr UCITS ETF USD Acc,CBU0.L,ETF,London,Financial
iShares USD Treasury Bond 20+yr UCITS ETF,DTLA.L,ETF,London,Financial
iShares JP Morgan USD EM Corp Bond UCITS ETF,EMCA.L,ETF,London,Financial
WisdomTree Heating Oil,HEAT.L,ETF,London,-
WisdomTree Physical Palladium,PHPD.L,ETF,London,-
Amundi MSCI China UCITS ETF Acc,LCCN.L,ETF,London,-
Amundi MSCI Emerging Markets II UCITS ETF Acc,LEMA.L,ETF,London,-
Amundi MSCI Water UCITS ETF Acc,WATC.L,ETF,London,-
Amundi MSCI Digital Economy UCITS ETF Acc,DIGE.L,ETF,London,-
Amundi Index MSCI Europe UCITS ETF ,CEU2.L,ETF,London,-
Amundi MSCI Japan UCITS ETF Acc,LCJD.L,ETF,London,-
Amundi S&P 500 II UCITS ETF Acc,SP5C.L,ETF,London,-
iShares GBP Ultrashort Bond UCITS ETF,ERNS.L,ETF,London,Financial
Amundi Smart Overnight Return GBP Hedged UCITS ETF Acc,CSH2.L,ETF,London,Financial
Amundi FTSE 100 UCITS ETF Acc,L100.L,ETF,London,-
Amundi UK Equity All Cap UCITS ETF Dist,LCUK.L,ETF,London,-
Amundi Prime UK Mid & Small Cap UCITS ETF DR - GBP (D),PRUK.L,ETF,London,-
iShares Global HY Corp Bond UCITS ETF USD Dist,GHYG.L,ETF,London,-
iShares ? Corp Bond 0-5yr UCITS ETF GBP (Dist),IS15.L,ETF,London,-
iShares Core ? Corp Bond UCITS ETF GBP (Dist),SLXX.L,ETF,London,-
HSBC Euro Stoxx 50 UCITS ETF,H50E.L,ETF,London,-
Amundi MSCI Semiconductors UCITS ETF Acc,SEMU.L,ETF,London,-
Amundi MSCI New Energy UCITS ETF Acc,NRJC.L,ETF,London,-
Amundi MSCI Smart Cities UCITS ETF ACC,IQCT.L,ETF,London,-
Amundi Australia S&P/ASX 200 UCITS ETF Dist,LAUU.L,ETF,London,-
Amundi MSCI Brazil UCITS ETF Acc,RIOU.L,ETF,London,-
Amundi MSCI Korea UCITS ETF Acc,KRW.L,ETF,London,-
WisdomTree Europe Equity Income UCITS ETF Acc,EEIA.L,ETF,London,-
iShares Core MSCI Europe UCITS ETF EUR (Acc),SMEA.L,ETF,London,-
iShares MSCI Europe Screened UCITS ETF EUR A,SAEU.L,ETF,London,-
iShares MSCI Europe Screened UCITS ETF EUR A,SDUE.L,ETF,London,-
iShares Core EURO STOXX 50 UCITS ETF EUR Dist,EUE.L,ETF,London,-
JPM Europe Rsrch Enh Idx Eqty Actv UCITS ETF EUR A,JRDE.L,ETF,London,-
iShares MSCI EMU IMI Screened UCITS ETF EUR A,SAUM.L,ETF,London,-
JPMorgan Betabuilders US Treasury Bond 0-3 Months UCITS ETF,BB3M.L,ETF,London,-
Vanguard US Treasury 0-1 Year Bond UCITS ETF,VDST.L,ETF,London,-
Invesco US Treasury Bond 0-1 Year UCITS ETF,TRIA.L,ETF,London,-
Franklin US Treasury 0-1 Year UCITS ETF,SHOR.L,ETF,London,-
Franklin FTSE China UCITS ETF,FLXC.L,ETF,London,-
Franklin FTSE India UCITS ETF,FLXI.L,ETF,London,-
Franklin FTSE Korea UCITS ETF,FLXK.L,ETF,London,-
Franklin FTSE Taiwan UCITS ETF,FLXT.L,ETF,London,-
Franklin FTSE Brazil UCITS ETF,FLXB.L,ETF,London,-
Franklin FTSE Emerging Markets ETF,EMGM.L,ETF,London,-
Franklin FTSE Emerging Markets ex China ETF,EXCN.L,ETF,London,-
Franklin FTSE Asia ex China ex Japan UCITS ETF,FLQA.L,ETF,London,-
Franklin ClearBridge US Smaller Companies UCITS ETF,CBSM.L,ETF,London,-
"Franklin AI, Metaverse and Blockchain UCITS ETF",METE.L,ETF,London,-
Franklin Future of Food UCITS ETF,FOFD.L,ETF,London,-
Franklin Future of Health & Wellness UCITS ETF,FOHW.L,ETF,London,-
Franklin Euro IG Corporate UCITS ETF,EURO.L,ETF,London,-
Global X 1-3 Month T-Bill UCITS ETF,CLIP.L,ETF,London,-
Xtrackers US Treasuries Ultrashort Bond UCITS ETF,XT0D.L,ETF,London,-
ARK Space & Defence Innovation UCITS ETF,ARKX.L,ETF,London,-
Amundi MSCI World UCITS ETF Acc,MWRU.L,ETF,London,-
Amundi MSCI All Country World UCITS ETF USD Acc,ACWU.L,ETF,London,-
Amundi Global Gender Equality UCITS ETF Acc,ELLE.L,ETF,London,-
Amundi Global Bioenergy UCITS ETF USD Acc,CWEU.L,ETF,London,-
Amundi MSCI Future Mobility ESG Screened UCITS ETF Acc,MOBI.L,ETF,London,-
Amundi MSCI Disruptive Technology UCITS ETF Acc,UNIC.L,ETF,London,-
Amundi MSCI Millennials UCITS ETF Acc,GENY.L,ETF,London,-
Amundi MSCI World Catholic Principles UCITS ETF Acc,CATP.L,ETF,London,-
Amundi S&P Global Luxury UCITS ETF - USD (C),LUXU.L,ETF,London,-
Amundi FTSE 100 UCITS ETF USD Hedged Acc,100H.L,ETF,London,-
Amundi EURO STOXX 50 II UCITS ETF USD Hedged Acc,MSEU.L,ETF,London,-
Amundi Japan Topix UCITS ETF - DAILY HEDGED USD (C),TPHU.L,ETF,London,-
Amundi MSCI Emerging Ex China UCITS ETF Acc,EMXC.L,ETF,London,-
Amundi MSCI India UCITS ETF - USD (C),CI2U.L,ETF,London,-
Amundi MSCI Em Latin America UCITS ETF - USD (C),ALAU.L,ETF,London,-
Amundi MSCI China Tech UCITS ETF USD,CC1U.L,ETF,London,-
Amundi Smart Overnight Return UCITS ETF USD Hedged Acc,SMTC.L,ETF,London,-
Amundi Prime Emerging Markets UCITS ETF DR (C),PRAM.L,ETF,London,-
iShares MSCI Europe ex-UK UCITS ETF EUR (Dist),IEUX.L,ETF,London,-
WisdomTree Artificial Intelligence UCITS ETF - USD Acc,WTAI.L,ETF,London,-
WisdomTree AT1 CoCo Bond UCITS ETF - USD Acc,COCB.L,ETF,London,-
WisdomTree AT1 CoCo Bond UCITS ETF - USD Hedged,CODO.L,ETF,London,-
WisdomTree Battery Solutions UCITS ETF - USD Acc,VOLT.L,ETF,London,-
WisdomTree BioRevolution UCITS ETF - USD Acc,WDNA.L,ETF,London,-
WisdomTree Broad Commodities UCITS ETF - USD Acc,PCOM.L,ETF,London,-
WisdomTree Cloud Computing UCITS ETF - USD Acc,WCLD.L,ETF,London,-
WisdomTree Cybersecurity UCITS ETF - USD Acc,WCBR.L,ETF,London,-
WisdomTree Emerging Markets Equity Income UCITS ETF - Acc,DEMR.L,ETF,London,-
WisdomTree Emerging Markets ex-State-Owned Enterprises UCITS ETF - USD Acc,XSOE.L,ETF,London,-
WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,DGSD.L,ETF,London,-
WisdomTree Enhanced Commodity ex-Agriculture UCITS ETF - USD Acc,WXAG.L,ETF,London,-
WisdomTree Europe Equity UCITS ETF - USD Hedged Acc,HEDK.L,ETF,London,-
WisdomTree Global Efficient Core UCITS ETF - USD Acc,NTSG.L,ETF,London,-
WisdomTree Global Quality Dividend Growth UCITS ETF - USD Acc,GGRA.L,ETF,London,-
WisdomTree Global Quality Growth UCITS ETF - USD Acc,WGRO.L,ETF,London,-
WisdomTree Global Sustainable Equity UCITS ETF - USD Acc,WSDG.L,ETF,London,-
WisdomTree Japan Equity UCITS ETF - USD Hedged Acc,DXJA.L,ETF,London,-
WisdomTree Megatrends UCITS ETF - USD Acc,WMGT.L,ETF,London,-
WisdomTree New Economy Real Estate UCITS ETF - USD Acc,WTRE.L,ETF,London,-
WisdomTree Quantum Computing UCITS ETF - USD Acc,WQTM.L,ETF,London,-
WisdomTree Renewable Energy UCITS ETF - USD Acc,WRNW.L,ETF,London,-
WisdomTree Strategic Metals and Rare Earths Miners UCITS ETF - USD Acc,RARE.L,ETF,London,-
WisdomTree Strategic Metals UCITS ETF - USD Acc,WENU.L,ETF,London,-
WisdomTree Uranium and Nuclear Energy UCITS ETF - USD Acc,NCLR.L,ETF,London,-
WisdomTree US Efficient Core UCITS ETF - USD Acc,NTSX.L,ETF,London,-
WisdomTree US Equity Income UCITS ETF - Acc,DHSA.L,ETF,London,-
WisdomTree US Quality Dividend Growth UCITS ETF - USD Acc,DGRA.L,ETF,London,-
WisdomTree USD Floating Rate Treasury Bond UCITS ETF - USD Acc,TFRN.L,ETF,London,-
WisdomTree WTI Crude Oil,CRUD.L,ETF,London,-
WisdomTree Copper,COPA.L,ETF,London,-
iShares MSCI USA ESG Screened UCITS ETF,SASU.L,ETF,London,-
iShares MSCI USA ESG Enhanced UCITS ETF,EEDS.L,ETF,London,-
iShares VII PLC - iShares MSCI EMU USD Hedged UCITS ETF,EMUU.L,ETF,London,-
iShares MSCI ACWI UCITS ETF,ISAC.L,ETF,London,-
iShares $ Corp Bond Interest Rate Hedged UCITS ETF,HLQD.L,ETF,London,-
iShares MSCI Canada UCITS ETF,CCAU.L,ETF,London,-
iShares MSCI EM Asia UCITS ETF,CEMA.L,ETF,London,-
iShares Core MSCI Pacific ex-Japan UCITS ETF,CPXJ.L,ETF,London,-
iShares MSCI USA Small Cap ESG Enhanced CTB UCITS ETF,CUSS.L,ETF,London,-
iShares Core MSCI EM IMI UCITS ETF,EIMI.L,ETF,London,-
iShares MSCI Australia UCITS ETF,IAUS.L,ETF,London,-
iShares USD TIPS UCITS ETF,IDTP.L,ETF,London,-
iShares Developed Markets Property Yield UCITS ETF,DPYA.L,ETF,London,-
iShares J.P. Morgan USD EM Bond UCITS ETF,JPEA.L,ETF,London,-
iShares Physical Gold ETC,IGLN.L,ETF,London,-
iShares MSCI Japan USD Hedged UCITS ETF Acc,IJPD.L,ETF,London,-
iShares Edge MSCI Europe Minimum Volatility UCITS ETF,IMVU.L,ETF,London,-
iShares Euro Dividend UCITS ETF EUR Dist,IDVY.L,ETF,London,-
iShares plc - iShares Core FTSE 100 UCITS ETF,ISFD.L,ETF,London,-
iShares Edge MSCI USA Momentum Factor UCITS ETF,IUMO.L,ETF,London,-
iShares Edge MSCI USA Quality Factor UCITS ETF,IUQA.L,ETF,London,-
iShares MSCI Europ Quality Div Adv UCITS ETF EUR D,EQDS.L,ETF,London,-
iShares Edge MSCI World Minimum Volatility UCITS ETF,MVOL.L,ETF,London,-
L&G Europe Ex UK Equity UCITS ETF EUR Acc,LGEG.L,ETF,London,-
iShares Edge S&P 500 Minimum Volatility UCITS ETF,SPMV.L,ETF,London,-
iShares NASDAQ US Biotechnology UCITS ETF USD Acc,BTEE.L,ETF,London,-
iShares Edge MSCI USA Qual Fctr UCITS ETF USD A,IUQD.L,ETF,London,-
iShs Edge MSCI Europ Mmntm Fctr UCITS ETF EUR A,IEFM.L,ETF,London,-
iShares iBonds Dec 2031 Term $ Corp UCITS ETF,ID31.L,ETF,London,-
iShares iBonds Dec 2032 Term $ Corp UCITS ETF,ID32.L,ETF,London,-
iShares iBonds Dec 2033 Term $ Corp UCITS ETF,ID33.L,ETF,London,-
iShares iBonds Dec 2034 Term $ Corp UCITS ETF,ID34.L,ETF,London,-
iShares iBonds Dec 2030 Term $ Corp UCITS ETF,ID30.L,ETF,London,-
iShares iBonds Dec 2029 Term $ Corp UCITS ETF,ID29.L,ETF,London,-
iShares iBonds Dec 2029 Term $ Treasury UCITS ETF,IT29.L,ETF,London,-
iShares iBonds Dec 2027 Term $ Treasury UCITS ETF,IT27.L,ETF,London,-
iShares iBonds Dec 2028 Term $ Corp UCITS ETF,D28A.L,ETF,London,-
