name,symbol,instrument type,exchange,industry
Agrogeneration SA,ALAGR.PA,Stocks,Paris,ConsumerGoods
Poulaillon SA,ALPOU.PA,Stocks,Paris,ConsumerGoods
Kumulus Vape SA,ALVAP.PA,Stocks,Paris,ConsumerGoods
Toosla SA,ALTOO.PA,Stocks,Paris,ConsumerGoods
Mon Courtier Energie SAS,ALMCE.PA,Stocks,Paris,Utilities
Prodware SA,ALPRO.PA,Stocks,Paris,Technology
Paulic Meunerie SA,ALPAU.PA,Stocks,Paris,ConsumerGoods
EO2 SA,ALEO2.PA,Stocks,Paris,BasicMaterials
Gea Grenobloise Electronique Automatisme SA,GEA.PA,Stocks,Paris,ConsumerGoods
Bogart SA,JBOG.PA,Stocks,Paris,ConsumerGoods
Eagle Football Group SA,EFG.PA,Stocks,Paris,ConsumerGoods
Itissalat Al Maghrib Ste SA,IAM.PA,Stocks,Paris,Services
SMAIO SA,ALSMA.PA,Stocks,Paris,ConsumerGoods
Soc Centrale Bois Scieries Manche SA,CBSM.PA,Stocks,Paris,Financial
Uti Group SA,FPG.PA,Stocks,Paris,Technology
Fill Up Media SA,ALFUM.PA,Stocks,Paris,Services
Damartex SA,ALDAR.PA,Stocks,Paris,ConsumerGoods
Advini SA,ALAVI.PA,Stocks,Paris,ConsumerGoods
ST Dupont SA,DPT.PA,Stocks,Paris,-
Acteos,EOS.PA,Stocks,Paris,-
Proactis Sarl,PROAC.PA,Stocks,Paris,-
Groupe SFPI,SFPI.PA,Stocks,Paris,-
Orege SA,OREGE.PA,Stocks,Paris,-
GeNeuro SA,GNRO.PA,Stocks,Paris,-
Myhotelmatch SACA,MHM.PA,Stocks,Paris,-
Balyo SA,BALYO.PA,Stocks,Paris,-
Teract SA,TRACT.PA,Stocks,Paris,-
Mexedia SPA-SB,ALMEX.PA,Stocks,Paris,-
Aelis Farma SAS,AELIS.PA,Stocks,Paris,-
