name,symbol,instrument type,exchange,industry
Mister Spex SE,MRX.DE,Stocks,Frankfurt,ConsumerGoods
First Sensor AG,SIS.DE,Stocks,Frankfurt,IndustrialGoods
Nynomic AG,M7U.DE,Stocks,Frankfurt,IndustrialGoods
Wienerberger AG,WIB.DE,Stocks,Frankfurt,IndustrialGoods
HomeToGo SE,HTG.DE,Stocks,Frankfurt,Services
Shelly Group AD,SLYG.DE,Stocks,Frankfurt,Services
Draegerwerk AG & Co KGaA,DRW8.DE,Stocks,Frankfurt,ConsumerGoods
Advanced Blockchain AG,ABX.DE,Stocks,Frankfurt,Technology
Andritz AG,AZ2.DE,Stocks,Frankfurt,IndustrialGoods
Newron Pharmaceuticals SpA,NP5.DE,Stocks,Frankfurt,ConsumerGoods
BAWAG Group AG,0B2.DE,Stocks,Frankfurt,Financial
MPH Health Care AG,93M1.DE,Stocks,Frankfurt,ConsumerGoods
Medtronic PLC,2M6.DE,Stocks,Frankfurt,ConsumerGoods
Smartbroker Holding AG,SB1.DE,Stocks,Frankfurt,Services
Brockhaus Technologies AG,BKHT.DE,Stocks,Frankfurt,Financial
Leifheit AG,LEI.DE,Stocks,Frankfurt,ConsumerGoods
Exasol AG,EXL.DE,Stocks,Frankfurt,Technology
Verve Group SE,VRV.DE,Stocks,Frankfurt,Technology
CENIT AG,CSH.DE,Stocks,Frankfurt,Technology
SNP Schneider Neureither & Partner SE,SHF.DE,Stocks,Frankfurt,Technology
Novem Group SA,NVM.DE,Stocks,Frankfurt,ConsumerGoods
IBU-tec advanced materials AG,IBU.DE,Stocks,Frankfurt,BasicMaterials
Pyrum Innovations AG,PYR.DE,Stocks,Frankfurt,IndustrialGoods
AP Moeller - Maersk A/S,DP4A.DE,Stocks,Frankfurt,IndustrialGoods
Biotest AG,BIO3.DE,Stocks,Frankfurt,ConsumerGoods
OHB SE,OHB.DE,Stocks,Frankfurt,IndustrialGoods
Global Fashion Group SA,GFG.DE,Stocks,Frankfurt,Services
Erste Group Bank AG,EBO.DE,Stocks,Frankfurt,Financial
Umweltbank AG,UBK.DE,Stocks,Frankfurt,Financial
Cantourage Group SE,HIGH.DE,Stocks,Frankfurt,ConsumerGoods
Viscom AG,V6C.DE,Stocks,Frankfurt,IndustrialGoods
Apontis Pharma AG,APPH.DE,Stocks,Frankfurt,ConsumerGoods
Westwing Group SE,WEW.DE,Stocks,Frankfurt,Services
Laiqon AG,LQAG.DE,Stocks,Frankfurt,Financial
Rhoen Klinikum AG,RHK.DE,Stocks,Frankfurt,ConsumerGoods
Deutsche Konsum REIT-AG,DKG.DE,Stocks,Frankfurt,Financial
MAX Automation SE,MXHN.DE,Stocks,Frankfurt,IndustrialGoods
Serviceware SE,SJJ.DE,Stocks,Frankfurt,Technology
Hawesko Holding SE,HAW.DE,Stocks,Frankfurt,ConsumerGoods
Pferdewetten de AG,EMH.DE,Stocks,Frankfurt,Services
CR Energy AG,CRZK.DE,Stocks,Frankfurt,Financial
Platform Group AG,TPG0.DE,Stocks,Frankfurt,Technology
Heliad AG,A7A.DE,Stocks,Frankfurt,Financial
DATA MODUL Produktion und Vertrieb von elektronischen Systemen AG,DAM.DE,Stocks,Frankfurt,Technology
KSB SE & Co KGaA,KSB.DE,Stocks,Frankfurt,IndustrialGoods
Clearvise AG,ABO.DE,Stocks,Frankfurt,Utilities
Samara Asset Group PLC,SRAG.DE,Stocks,Frankfurt,Financial
Yoc AG,YOC.DE,Stocks,Frankfurt,Services
OEKOWORLD AG,VVV3.DE,Stocks,Frankfurt,Financial
Masterflex SE,MZX.DE,Stocks,Frankfurt,IndustrialGoods
sino AG,XTP.DE,Stocks,Frankfurt,Services
QBeyond AG,QBY.DE,Stocks,Frankfurt,Technology
Defama Deutsche Fachmarkt AG,DEF.DE,Stocks,Frankfurt,Financial
MVV Energie AG,MVV1.DE,Stocks,Frankfurt,Utilities
Heidelberg Pharma AG,HPHA.DE,Stocks,Frankfurt,ConsumerGoods
MPC Muenchmeyer Petersen Capital AG,MPCK.DE,Stocks,Frankfurt,Financial
STS Group AG,SF3.DE,Stocks,Frankfurt,ConsumerGoods
Baader Bank AG,BWB.DE,Stocks,Frankfurt,Financial
SMT Scharf AG,S188.DE,Stocks,Frankfurt,IndustrialGoods
Ringmetall SE,HP3A.DE,Stocks,Frankfurt,Financial
Bike24 Holding AG,BIKE.DE,Stocks,Frankfurt,Services
EDAG Engineering Group AG,ED4.DE,Stocks,Frankfurt,ConsumerGoods
Nuernberger Beteiligungs AG,NBG6.DE,Stocks,Frankfurt,Financial
Delticom AG,DEX.DE,Stocks,Frankfurt,ConsumerGoods
InCity Immobilien AG,IC8.DE,Stocks,Frankfurt,Financial
EnBW Energie Baden Wuerttemberg AG,EBK.DE,Stocks,Frankfurt,Utilities
H&R GmbH & Co KgaA,2HRA.DE,Stocks,Frankfurt,BasicMaterials
Fortec Elektronik AG,FEV.DE,Stocks,Frankfurt,Technology
KPS AG,KSC.DE,Stocks,Frankfurt,Technology
Muehlbauer Holding AG,MUB.DE,Stocks,Frankfurt,Technology
Netfonds AG,NF4.DE,Stocks,Frankfurt,Financial
Wolftank Adisa Holding AG,WAH.DE,Stocks,Frankfurt,IndustrialGoods
Berentzen Gruppe AG,BEZ.DE,Stocks,Frankfurt,ConsumerGoods
NorCom Information Technology GmbH & Co KgaA,NC5A.DE,Stocks,Frankfurt,Technology
Scherzer & Co AG,PZS.DE,Stocks,Frankfurt,Financial
BRAIN Biotech AG,BNN.DE,Stocks,Frankfurt,BasicMaterials
Blue Cap AG,B7E.DE,Stocks,Frankfurt,Financial
Daldrup & Soehne AG,4DS.DE,Stocks,Frankfurt,IndustrialGoods
Limes Schlosskliniken AG,LIK.DE,Stocks,Frankfurt,ConsumerGoods
Softing AG,SYT.DE,Stocks,Frankfurt,IndustrialGoods
Friwo AG,CEA.DE,Stocks,Frankfurt,IndustrialGoods
Paragon GmbH & Co KGaA,PGN.DE,Stocks,Frankfurt,IndustrialGoods
Ecotel Communication AG,E4C.DE,Stocks,Frankfurt,Services
Naga Group AG,N4G0.DE,Stocks,Frankfurt,Technology
Syzygy AG,SYZ.DE,Stocks,Frankfurt,Services
Binect AG,MA10.DE,Stocks,Frankfurt,Technology
FCR Immobilien AG,FC9.DE,Stocks,Frankfurt,Financial
NanoRepro AG,NN6.DE,Stocks,Frankfurt,ConsumerGoods
2Invest AG,2INV.DE,Stocks,Frankfurt,Financial
Schoeller-Bleckmann Oilfield Equipment AG,SLL.DE,Stocks,Frankfurt,Utilities
Circus SE,CA1.DE,Stocks,Frankfurt,Technology
Singulus Technologies AG,SNG.DE,Stocks,Frankfurt,Utilities
Shareholder Value Beteiligungen AG,SVE.DE,Stocks,Frankfurt,Financial
Delignit AG,DLX.DE,Stocks,Frankfurt,BasicMaterials
Grammer AG,GMM.DE,Stocks,Frankfurt,ConsumerGoods
Bastei Luebbe AG,BST.DE,Stocks,Frankfurt,Services
MS Industrie AG,MSAG.DE,Stocks,Frankfurt,ConsumerGoods
Rubean AG,R1B.DE,Stocks,Frankfurt,Technology
Cyan AG,CYR.DE,Stocks,Frankfurt,Technology
Biotest AG,BIO.DE,Stocks,Frankfurt,ConsumerGoods
Surteco Group SE,SUR.DE,Stocks,Frankfurt,IndustrialGoods
Logwin AG SA,TGHN.DE,Stocks,Frankfurt,IndustrialGoods
R Stahl AG,RSL2.DE,Stocks,Frankfurt,ConsumerGoods
Pantaflix AG,PAL.DE,Stocks,Frankfurt,ConsumerGoods
Uzin Utz SE,UZU.DE,Stocks,Frankfurt,IndustrialGoods
Vita 34 AG,V3V.DE,Stocks,Frankfurt,ConsumerGoods
Datron AG,DAR.DE,Stocks,Frankfurt,IndustrialGoods
UET United Electronic Technology AG,CFC.DE,Stocks,Frankfurt,Services
AHT Syngas Technology NV,3SQ1.DE,Stocks,Frankfurt,Utilities
Mountain Alliance AG,ECF.DE,Stocks,Frankfurt,Financial
Planethic Group AG,VEZ.DE,Stocks,Frankfurt,ConsumerGoods
Uniqa Insurance Group AG,UN9.DE,Stocks,Frankfurt,Financial
hGears AG,HGEA.DE,Stocks,Frankfurt,IndustrialGoods
Edel SE & Co KgaA,EDL.DE,Stocks,Frankfurt,ConsumerGoods
Ad Pepper Media International NV,APM.DE,Stocks,Frankfurt,Services
PWO AG,PWO.DE,Stocks,Frankfurt,IndustrialGoods
Foris AG,FRS.DE,Stocks,Frankfurt,Financial
Pyramid AG,M3B.DE,Stocks,Frankfurt,Financial
Nfon AG,NFN.DE,Stocks,Frankfurt,Technology
MHP Hotel AG,CDZ0.DE,Stocks,Frankfurt,ConsumerGoods
Merkur Privatbank KGaA,MBK.DE,Stocks,Frankfurt,Financial
STRABAG SE,XD4.DE,Stocks,Frankfurt,IndustrialGoods
Medondo Holding AG,AMI.DE,Stocks,Frankfurt,Technology
bet at home com AG,ACX.DE,Stocks,Frankfurt,ConsumerGoods
Plan Optik AG,P4O.DE,Stocks,Frankfurt,Technology
Quirin Privatbank AG,QB7.DE,Stocks,Frankfurt,Financial
United Labels AG,ULC.DE,Stocks,Frankfurt,ConsumerGoods
Schloss Wachenheim AG,SWA.DE,Stocks,Frankfurt,ConsumerGoods
Noratis AG,NUVA.DE,Stocks,Frankfurt,Financial
Mueller Die lila Logistik SE,MLL.DE,Stocks,Frankfurt,ConsumerGoods
Mobotix AG,MBQ.DE,Stocks,Frankfurt,IndustrialGoods
Geratherm Medical AG,GME.DE,Stocks,Frankfurt,ConsumerGoods
LUDWIG BECK am Rathauseck Textilhaus Feldmeier AG,ECK.DE,Stocks,Frankfurt,ConsumerGoods
Schweizer Electronic AG,SCE.DE,Stocks,Frankfurt,IndustrialGoods
Albis Leasing AG,ALG.DE,Stocks,Frankfurt,Financial
Weng Fine Art AG,WFA.DE,Stocks,Frankfurt,ConsumerGoods
Kap AG,IUR.DE,Stocks,Frankfurt,BasicMaterials
Mevis Medical Solutions AG,M3V.DE,Stocks,Frankfurt,Technology
Ls Telcom AG,LSX.DE,Stocks,Frankfurt,Technology
BayWa AG,BYW.DE,Stocks,Frankfurt,ConsumerGoods
KHD Humboldt Wedag International AG,KWG.DE,Stocks,Frankfurt,Services
Intershop Communications AG,ISHA.DE,Stocks,Frankfurt,Services
Porr AG,ABS2.DE,Stocks,Frankfurt,IndustrialGoods
